Tweets,Domain,Label
 مسوين فيها مجانين ولا تبون تعتذرون بس اصلا مافرقت لاني مقاطعكم من زمان و اللعب اللعابكم كلها مكركة الحمدلله ,Gaming,bullying
" لا تنظر للموضوع بهذه الطريقة ، لست مسؤولا ولا قيما على الآخرين قاطع أنت وانكر في قلبك وبلسانك سلوك واحتسب الأجر والمثوبة بإنكارك المنكر فلن يسألك الله عن قرارات الآخرين ",Gaming,Non-bullying
 تذكر يوم يوبيسوفت تخلت عنها عشان الشواذ في أوروبا كمان راح يسون اي شيء عشان لاعبين الأجناب كمان السوق الأجنبي قوي و خصوصا أمريكا كمان١٠ من أرباح يوبيسوفت من العرب و مسوين لعبة في العراق عشان يرجعون لاعبين العرب جاء وقت الي نقاطعهم وانسحب عليهم ,Gaming,bullying
 أنا مسؤول عن نفسي واختياراتي ولست اضع نفسي قيما على غيري ممن تناسو الموقف المخزي من تجاه ديننا و تعاليمه وتجاه وطننا العربي واستخدام تلك الاكاذيب لتلميع صورتهم المهترئة على حسابنا هم يكرهوننا لأننا متهمون بالنظافة فقط لا غير ,Gaming,Non-bullying
 لو افترضنا جدلا أن الاعتذار كان من الممكن أن يغير رأي البعض تجاه مقاطعة فهذا قد انتهى الآن تماما بعد أكثر من ستة أشهر تعود الشركة للترويج لأحد ألعابها دون حياء أو خجل في الدول العربية التي تعنصرت ضدها و انحازت لمجتمع الجعل والذباب لتلميع صورتها ,Gaming,bullying
 مستحيل اشتري لعبة لهم مهما حصل شركات الألعاب لازم تحترم العرب والمسلمين وتضع لهم اعتبار ,Gaming,Non-bullying
 المفروض الامارات يكون الهم موقف اتجاه الشركة ,Gaming,Non-bullying
 أنا أحب العاب أساسنز كريد ولعبت جميع أجزاءها ولكن لعبتهم الجديده لن أشتريها ولن ألعبها حتى يتقدموا بإعتذار للاعبين العرب ,Gaming,Non-bullying
 المفروض المقاطعة من زمان بحكم انها شركة فرنسية ولكن بعض الناس انها تلغى بطولة عندهم اهم من سب الرسول ,Gaming,Non-bullying
" اضافة على هالكلام الجمهور العربي مسك هاشتاغ ، مع ان الموضوع مافيه عنصرية وانما فيه اساءة يعني اتهام الشركة بالعنصرية مو بمحله ، وخلا الاساءة اللي صارت يقل صداها ",Gaming,Non-bullying
 احسن شي يارب تكون النسخة الخاصة من جد للعرب واقل نسخها يجيها كمان دعم منهم احسن ورابط النسخة المتخلخلة علي بعد ,Gaming,Non-bullying
" عار على كل لاعب عربي محترم لقيمة ومبادئه ان يشتري او يدعم او يدافع عنهم ، كرامتنا لابد ان تكون مصونة بأيدينا لا منهم ، لا تستضعف نفسك وتقول مالي قيمة في المقاطعة حتى ولو لابد لك ردة فعل تفتخر فيها بنفسك ",Gaming,bullying
 الحل مقاطعة جميع من يدعمهم هنا الغاء المتابعه كفيله بتأديبهم ,Gaming,Non-bullying
" حتى لو انك انسان بلا كرامة فأقصى شي ممكن تسويه انك تلعبها بدون ما تقول لأحد، اما انك تنشر اخبارها وتروج لها بعد ما تمت اهانتك واهانة معتقدك من قبل شركتها فهنا ما فيه شي نقدر نقوله عنك ",Gaming,Non-bullying
 ْمب تبريراً لموقفهم الخايس لكنهم ارحم من حقين الأنمي هم على الأقل سوو حملة والآن هاشتاق ترند وهذا دليل انه فيه كثير موقفهم سليم لكن في الانمي الحملات ضد الاعمال المخالفة تحارب والي يحاربون هالاعمال قلة قليلة جداً فا كمية الهوس عند حقين الأنمي فضيعة جداً ,Gaming,bullying
 سبق وشاركت في الحمله ضد وبنفس الشهر بدات بطولة بدون اي تعليق من اي حد نفس الشي صار على لعبة كل اللي دعوا للمقاطعه كلهم عملوا مراجعه للعبه بالنسبه لي ما راح اقاطع إلا اذا شفت ردة فعل من الاتحاد السعودي للرياضات الالكترونية ,Gaming,Non-bullying
 لا تنسى ان تشارك في الهشتاق عندما تتحدثون عن الشركة العنصريه لكي ينتشر ويعلم من نسى ويعلم من يجهل ذلك ,Gaming,Non-bullying
" النقطة الرئيسية المحتوى ما يتضمن أي شيء لحقين الألوان، أما مؤتمرات وبطولات الصراحة أخر همي ",Gaming,Non-bullying
 عبد الله ريفيوز تُسـ ـتتاب أو تُقـ ـتل ,Gaming,Non-bullying
 الله يثبتكم على هذا الذي يقول علينا همج واننا ناس عبثية غير متحضرة أنا همجي بوجهة نظرهم وغير متحضر ما اعرف الا فكرة القرصنة والهمجي ما يعرف يشتري ويلعب ,Gaming,bullying
" الموقف الفعلي هو المقاطعة كلنا نعرف ان اول من ح يرتد هم اليوتوبرز والمؤثرين لان لهم مصالح شخصية بالموضوع نسخ خاصه، وصول مبكر لالعاب للمراجعة الخ فانا ما استغرب تغريداتك لانهت بداية لمحاولة اعادة العلاقات مع ",Gaming,Non-bullying
 واخر شيء لازم تتقاطع وما تكون مقاطعتنا مؤقتة بس برضو لازم تقاطع كل شيء يمس الدين بشكل مباشر وهذا غير انه لعبة قاو مفسوحة ومعربة ومدبلجة مهزلة ,Gaming,Non-bullying
" وش وضع الناس اللي مهتمين بالمشاهير إذا قاطعوا يوبي سوفت و لا لا ؟ أنت سو اللي عليك، اللي بيدك إنك تسويه، و ذكر الناس يسوون اللي عليهم و بعدها اسكت لا تقعد تحبط المجتمع عشان كم مشهور ما دعم قضيتك خلوكم أقوياء معتزين بأنفسكم و لا عليكم من كثرة المتخاذلين ",Gaming,Non-bullying
" تذكر أن العرب كانت تقول وَنَحنُ أُناسٌ لا تَوَسُّطَ عِندَنا لَنا الصَدرُ دونَ العالَمينَ أَوِ القَبرُ أَعَزُّ بَني الدُنيا وَأَعلى ذَوي العُلا وَأَكرَمُ مَن فَوقَ التُرابِ وَلا فَخرُ أكرم نفسك عن اهانتهم،، ولا تتعذر لهم فأنت أعلى شأنًا منهم ",Gaming,Non-bullying
" ولو أنه الأفضل تركها، لكن هذه الحركة مؤذيه جدًا للشركة لو الكل طبقها،، لكن للأسف لا جدوى والأفضل تركها كما قلنا سلفًا ",Gaming,Non-bullying
" رسالة للمتحمسين للعبة،، لا نطالبكم بسب الشركة صباحًا ومساء، ولا نطالبكم بحرق ألعابها ولا الأعتداء على منسوبيها،، أقل وأهون ما نطالبكم به هو عدم شراء اللعبة من اليوم الأول، وانتظرها حتى نزولها في احدى الخدمات المجانية، هذا أهون المطالب ",Gaming,Non-bullying
" إذا تخاذلنا في نصرة أنفسنا والرد على المعتدي علينا في موضوع يتعلق بـ لعبة وشرذمة من الشواذ؟ فكيف لو جد الجد،، وقام هؤلاء الشرذمة بسب نبينا؟ وتعييب ديننا؟ ومس كرامتنا والتدخل في أمورنا وعادتنا؟ ننسلخ لهم بكل سرعة ونكتب حماااس ؟؟ ",Gaming,bullying
 أتمنى تستحوذ على برخص التراب زي ما سوتها مع سكوير اينكس ,Gaming,bullying
 انا كنت احب العابكم وكنت متحمس على الريميك حق برنس اوف برجيا بس للاسف مو عارف كيف وصلتم بالأنحطاط هذا ,Gaming,bullying
 الحمدلله تأهلت ياشباب هدوها تكفون وربي مابغيت اتأهل على اخر ٣ مباريات وبالقوه وبالنطنطه والترفيع تكفون ياشباب والله ماهي مستاهله كل هالتعريق ,Gaming,Non-bullying
 كل ما خذلتك الحياة وظننت انك متخلف تذكر الناس الي تقول ان لعبة نفس الشي كل سنة اي بالله عليكم يعني تبي يخلو الحكم يصير مهاجم او تبي مثلا يعدلون على قوانين كرة القدم مثلا ؟ فيفا لعبة الكل يحبها لانها لعبة كرة قدم بقوانينها الاصلية اضافة ان فيها كل الاطوار الممكنة فقط شكرا ,Gaming,Non-bullying
